procurement_id,procurement_number,procurement_date,supplier_id,supplier_code,supplier_name,material_id,material_code,material_name,warehouse_id,warehouse_name,quantity,unit_price,total_amount,currency,tax_rate,payment_terms,logistics_provider,tracking_number,ship_date,estimated_delivery_date,actual_delivery_date,inspection_status,notes,created_date,status,po_number,delivery_batch,total_batches
PR0000137,PO-202301-734001,2023-01-28,SUP-021,SUP-021,索尼半导体解决方案,M0046,PART-SCREW-M3-10,M3x10螺钉,WH002,电子材料仓,793,3905.24,3096855.32,USD,0.13,月结60天,安能物流,LOG20230131153964,2023-01-31,2023-04-01,,待验收,,2023-01-28,Active,,,
PR0000118,PO-202301-738322,2023-01-20,SUP-017,SUP-017,宁德时代新能源科技,M0040,PART-BAT-12S-22000,12S22000mAh重载电池,WH003,配件仓,222,1120.55,248762.1,CNY,0.13,月结60天,安能物流,LOG20230122364399,2023-01-22,2023-02-16,2023-02-16,已验收,,2023-01-20,Active,,,
PR0000010,PO-202301-738513,2023-01-04,SUP-023,SUP-023,舜宇光学科技有限公司,M0003,PART-CAM-FIX-12MP,1200万像素固定相机,WH002,电子材料仓,229,3512.81,804433.49,CNY,0.13,月结30天,顺丰速运,LOG20230106697465,2023-01-06,2023-02-10,2023-02-10,已验收,,2023-01-04,Active,,,
PR0000122,PO-202301-774534,2023-01-19,SUP-029,SUP-029,包头稀土高新材料公司,M0041,PART-SPRAYER-30L,30升智能喷洒系统,WH003,配件仓,411,326.31,134113.41,CNY,0.13,"预付50%,货到付清",百世快递,LOG20230121656203,2023-01-21,2023-04-21,2023-04-21,已验收,,2023-01-19,Active,,,
PR0000095,PO-202301-775410,2023-01-22,SUP-043,SUP-043,深圳无线通信技术公司,M0033,PART-FRAME-HEX-CF,六轴碳纤维机架,WH002,电子材料仓,1353,895.73,1211922.69,CNY,0.13,月结30天,中通快递,LOG20230123686300,2023-01-23,2023-02-12,,验收中,,2023-01-22,Active,,,
PR0000098,PO-202301-799702,2023-01-15,SUP-019,SUP-019,LG化学电池韩国,M0034,PART-BAT-12S-16000,12S16000mAh工业电池,WH003,配件仓,540,2111.97,1140463.8,USD,0.13,信用证,安能物流,LOG20230116597729,2023-01-16,2023-02-15,2023-02-15,已验收,,2023-01-15,Active,,,
PR0000375,PO-202301-802191,2023-01-05,SUP-044,SUP-044,移远通信股份有限公司,M0125,RAW-FR4-CCL,FR4覆铜板,WH005,原材料仓,907,4214.92,3822932.44,CNY,0.13,月结45天,中通快递,LOG20230107543894,2023-01-07,2023-02-06,2023-02-06,已验收,质量合格,2023-01-05,Active,,,
PR0000112,PO-202301-805115,2023-01-30,SUP-014,SUP-014,好盈电子科技有限公司,M0038,PART-ESC-60A,60A电调,WH004,机电仓,681,616.06,419536.86,CNY,0.13,月结30天,圆通速递,LOG20230201819901,2023-02-01,2023-02-13,,验收中,,2023-01-30,Active,,,
PR0000005,PO-202301-814288,2023-01-17,SUP-024,SUP-024,深圳云台技术有限公司,M0002,ASSY-FC-BASIC,基础飞控总成,WH002,电子材料仓,1605,1190.84,1911298.2,CNY,0.13,月结45天,中通快递,LOG20230119495481,2023-01-19,2023-02-13,2023-02-13,已验收,,2023-01-17,Active,,,
PR0000300,PO-202301-842835,2023-01-07,SUP-043,SUP-043,深圳无线通信技术公司,M0100,PART-CAP-SMD-0402,0402贴片电容,WH002,电子材料仓,1378,1227.44,1691412.32,CNY,0.13,月结30天,顺丰速运,LOG20230110858249,2023-01-10,2023-01-30,,验收中,需加急处理,2023-01-07,Active,,,
PR0000019,PO-202301-844220,2023-01-29,SUP-019,SUP-019,LG化学电池韩国,M0008,PART-BAT-3S-4000,增强智能电池3S4000mAh,WH003,配件仓,413,786.7,324907.1,USD,0.13,信用证,申通快递,LOG20230130293583,2023-01-30,2023-03-01,2023-03-01,已验收,,2023-01-29,Active,,,
PR0000238,PO-202301-846435,2023-01-25,SUP-014,SUP-014,好盈电子科技有限公司,M0078,PART-ESC-30A,30A电调,WH004,机电仓,1171,4955.4,5802773.4,CNY,0.13,月结30天,韵达快递,LOG20230126905104,2023-01-26,2023-02-07,2023-02-07,已验收,,2023-01-25,Active,,,
PR0000167,PO-202301-881119,2023-01-17,SUP-005,SUP-005,深圳矽递科技有限公司,M0055,COMP-ARM-CF-TUBE-HD,加强型碳纤维机臂,WH002,电子材料仓,1445,499.55,721849.75,CNY,0.13,月结30天,顺丰速运,LOG20230119935678,2023-01-19,2023-02-23,2023-02-23,已验收,质量合格,2023-01-17,Active,,,
PR0000055,PO-202301-881838,2023-01-20,SUP-021,SUP-021,索尼半导体解决方案,M0019,VIRT-CAM-SEL,相机配置选择件,WH002,电子材料仓,632,1877.12,1186339.84,USD,0.13,月结60天,顺丰速运,LOG20230122996969,2023-01-22,2023-03-23,2023-03-23,已验收,,2023-01-20,Active,,,
PR0000131,PO-202301-887626,2023-01-20,SUP-028,SUP-028,台州塑料注塑成型公司,M0044,COMP-COVER-PLA-DN,塑料下盖,WH002,电子材料仓,935,685.08,640549.8,CNY,0.13,款到发货,顺丰速运,LOG20230123237219,2023-01-23,2023-02-02,2023-02-02,已验收,,2023-01-20,Active,,,
PR0000134,PO-202301-890455,2023-01-26,SUP-028,SUP-028,台州塑料注塑成型公司,M0044,COMP-COVER-PLA-DN,塑料下盖,WH002,电子材料仓,847,736.87,624128.89,CNY,0.13,款到发货,韵达快递,LOG20230128763126,2023-01-28,2023-02-07,2023-02-07,已验收,,2023-01-26,Active,,,
PR0000025,PO-202301-906135,2023-01-26,SUP-021,SUP-021,索尼半导体解决方案,M0010,ASSY-BODY-CF-01,碳纤维机身总成,WH002,电子材料仓,1056,2189.45,2312059.2,USD,0.13,月结60天,德邦物流,LOG20230127620702,2023-01-27,2023-03-28,2023-03-28,已验收,,2023-01-26,Active,,,
PR0000226,PO-202301-906659,2023-01-19,SUP-007,SUP-007,u-blox瑞士公司,M0074,PART-GNSS-RTK-F9P,ZED-F9P RTK定位模块,WH002,电子材料仓,660,3355.61,2214702.6,USD,0.13,信用证,安能物流,LOG20230120167277,2023-01-20,2023-03-11,2023-03-11,已验收,,2023-01-19,Active,,,
PR0000339,PO-202301-916281,2023-01-18,SUP-033,SUP-033,江铜集团铜材公司,M0114,PART-SCREW-M2.5-8,M2.5x8螺钉,WH002,电子材料仓,1555,2380.29,3701350.95,CNY,0.13,月结30天,顺丰速运,LOG20230121513104,2023-01-21,2023-02-10,2023-02-10,已验收,,2023-01-18,Active,,,
PR0000156,PO-202301-929147,2023-01-22,SUP-036,SUP-036,深圳激光雷达技术公司,M0052,PART-SCREW-M3-12,M3x12螺钉,WH002,电子材料仓,751,2389.5,1794514.5,CNY,0.13,月结45天,京东物流,LOG20230124964574,2023-01-24,2023-03-15,2023-03-15,已验收,,2023-01-22,Active,,,
PR0000349,PO-202301-933842,2023-01-13,SUP-034,SUP-034,东莞FR4覆铜板厂,M0117,PART-MOSFET-DUAL,双路MOSFET,WH002,电子材料仓,523,4795.24,2507910.52,CNY,0.13,款到发货,百世快递,LOG20230116117733,2023-01-16,2023-01-31,2023-01-31,已验收,需加急处理,2023-01-13,Active,,,
PR0000076,PO-202301-934508,2023-01-22,SUP-022,SUP-022,豪威科技（OmniVision）,M0027,PART-RADAR-ALT,雷达测高仪,WH002,电子材料仓,2037,96.97,197527.89,USD,0.13,月结45天,申通快递,LOG20230125320898,2023-01-25,2023-03-16,2023-03-16,已验收,,2023-01-22,Active,,,
PR0000139,PO-202301-947173,2023-01-30,SUP-021,SUP-021,索尼半导体解决方案,M0046,PART-SCREW-M3-10,M3x10螺钉,WH002,电子材料仓,1075,4230.55,4547841.25,USD,0.13,月结60天,圆通速递,LOG20230202378293,2023-02-02,2023-04-03,,待验收,,2023-01-30,Active,,,
PR0000007,PO-202301-950586,2023-01-26,SUP-024,SUP-024,深圳云台技术有限公司,M0002,ASSY-FC-BASIC,基础飞控总成,WH002,电子材料仓,514,1182.15,607625.1,CNY,0.13,月结45天,百世快递,LOG20230127694388,2023-01-27,2023-02-21,2023-02-21,已验收,,2023-01-26,Active,,,
PR0000373,PO-202301-951902,2023-01-10,SUP-044,SUP-044,移远通信股份有限公司,M0125,RAW-FR4-CCL,FR4覆铜板,WH005,原材料仓,1261,4778.15,6025247.15,CNY,0.13,月结45天,百世快递,LOG20230113293583,2023-01-13,2023-02-12,,待验收,提前交付,2023-01-10,Active,,,
PR0000210,PO-202301-953167,2023-01-14,SUP-007,SUP-007,u-blox瑞士公司,M0069,PART-GNSS-UBLOX-M9N,uBlox M9N多频GPS,WH002,电子材料仓,856,344.78,295131.68,USD,0.13,信用证,京东物流,LOG20230115703599,2023-01-15,2023-03-06,2023-03-06,已验收,,2023-01-14,Active,,,
PR0000056,PO-202301-960015,2023-01-20,SUP-021,SUP-021,索尼半导体解决方案,M0019,VIRT-CAM-SEL,相机配置选择件,WH002,电子材料仓,1619,1602.59,2594593.21,USD,0.13,月结60天,京东物流,LOG20230122145921,2023-01-22,2023-03-23,2023-03-23,已验收,质量合格,2023-01-20,Active,,,
PR0000026,PO-202301-961558,2023-01-12,SUP-021,SUP-021,索尼半导体解决方案,M0010,ASSY-BODY-CF-01,碳纤维机身总成,WH002,电子材料仓,1895,1937.64,3671827.8,USD,0.13,月结60天,韵达快递,LOG20230115446143,2023-01-15,2023-03-16,,待验收,,2023-01-12,Active,,,
PR0000044,PO-202301-970892,2023-01-24,SUP-043,SUP-043,深圳无线通信技术公司,M0016,PART-AVOID-VISION,视觉避障系统,WH002,电子材料仓,1944,1225.74,2382838.56,CNY,0.13,月结30天,圆通速递,LOG20230126473727,2023-01-26,2023-02-15,,待验收,,2023-01-24,Active,,,
PR0000121,PO-202301-981011,2023-01-09,SUP-029,SUP-029,包头稀土高新材料公司,M0041,PART-SPRAYER-30L,30升智能喷洒系统,WH003,配件仓,415,296.87,123201.05,CNY,0.13,"预付50%,货到付清",安能物流,LOG20230112585603,2023-01-12,2023-04-12,,待验收,,2023-01-09,Active,,,
PR0000124,PO-202301-986513,2023-01-24,SUP-029,SUP-029,包头稀土高新材料公司,M0041,PART-SPRAYER-30L,30升智能喷洒系统,WH003,配件仓,988,287.89,284435.32,CNY,0.13,"预付50%,货到付清",顺丰速运,LOG20230127353593,2023-01-27,2023-04-27,2023-04-27,已验收,,2023-01-24,Active,,,
PR0000096,PO-202301-986597,2023-01-21,SUP-043,SUP-043,深圳无线通信技术公司,M0033,PART-FRAME-HEX-CF,六轴碳纤维机架,WH002,电子材料仓,801,909.53,728533.53,CNY,0.13,月结30天,安能物流,LOG20230124552305,2023-01-24,2023-02-13,2023-02-13,已验收,,2023-01-21,Active,,,
PR0000030,PO-202301-995005,2023-01-29,SUP-023,SUP-023,舜宇光学科技有限公司,M0012,PART-CAM-GIMBAL-1INCH,1英寸三轴云台相机,WH002,电子材料仓,299,2529.63,756359.37,CNY,0.13,月结30天,顺丰速运,LOG20230201995030,2023-02-01,2023-03-08,2023-03-08,已验收,,2023-01-29,Active,,,
PR0000347,PO-202301-995981,2023-01-19,SUP-034,SUP-034,东莞FR4覆铜板厂,M0117,PART-MOSFET-DUAL,双路MOSFET,WH002,电子材料仓,926,4775.13,4421770.38,CNY,0.13,款到发货,京东物流,LOG20230121597539,2023-01-21,2023-02-05,2023-02-05,已验收,提前交付,2023-01-19,Active,,,
PR0000329,PO-202302-115960,2023-02-05,SUP-036,SUP-036,深圳激光雷达技术公司,M0110,PART-FPGA-ICE40,ICE40 FPGA,WH002,电子材料仓,801,1922.56,1539970.56,CNY,0.13,月结45天,京东物流,LOG20230208101579,2023-02-08,2023-03-30,2023-03-30,已验收,,2023-02-05,Active,,,
PR0000241,PO-202302-121295,2023-02-20,SUP-013,SUP-013,美国Castle电调公司,M0080,PART-CABLE-ESC,电调连接线,WH004,机电仓,890,4583.38,4079208.2,USD,0.13,"预付30%,货到付清",安能物流,LOG20230221948411,2023-02-21,2023-04-07,2023-04-07,已验收,需加急处理,2023-02-20,Active,,,
PR0000170,PO-202302-128734,2023-02-01,SUP-023,SUP-023,舜宇光学科技有限公司,M0056,COMP-MOTOR-MOUNT-AL-HD,重载铝合金电机座,WH004,机电仓,868,3991.19,3464352.92,CNY,0.13,月结30天,安能物流,LOG20230204856516,2023-02-04,2023-03-11,2023-03-11,已验收,提前交付,2023-02-01,Active,,,
PR0000248,PO-202302-137567,2023-02-02,SUP-013,SUP-013,美国Castle电调公司,M0082,PART-ESC-40A,40A电调,WH004,机电仓,1479,3452.21,5105818.59,USD,0.13,"预付30%,货到付清",京东物流,LOG20230205681014,2023-02-05,2023-03-22,,验收中,,2023-02-02,Active,,,
PR0000318,PO-202302-146980,2023-02-11,SUP-035,SUP-035,北京智能视觉科技公司,M0106,PART-RES-SMD-0201,0201贴片电阻,WH002,电子材料仓,2000,4013.81,8027620.0,CNY,0.13,月结60天,申通快递,LOG20230214267401,2023-02-14,2023-03-26,2023-03-26,已验收,需加急处理,2023-02-11,Active,,,
PR0000233,PO-202302-166025,2023-02-13,SUP-034,SUP-034,东莞FR4覆铜板厂,M0076,COMP-FC-CASE-AL-IND,工业级铝合金外壳,WH002,电子材料仓,863,1686.03,1455043.89,CNY,0.13,款到发货,中通快递,LOG20230214271642,2023-02-14,2023-03-01,2023-03-01,已验收,部分延期,2023-02-13,Active,,,
PR0000357,PO-202302-194310,2023-02-02,SUP-028,SUP-028,台州塑料注塑成型公司,M0120,RAW-SI-WAFER-12IN,12英寸硅晶圆,WH005,原材料仓,1296,628.68,814769.28,CNY,0.13,款到发货,中通快递,LOG20230203523854,2023-02-03,2023-02-13,,待验收,,2023-02-02,Active,,,
PR0000020,PO-202302-200323,2023-02-02,SUP-019,SUP-019,LG化学电池韩国,M0008,PART-BAT-3S-4000,增强智能电池3S4000mAh,WH003,配件仓,470,663.24,311722.8,USD,0.13,信用证,申通快递,LOG20230205281598,2023-02-05,2023-03-07,2023-03-07,已验收,,2023-02-02,Active,,,
PR0000021,PO-202302-237726,2023-02-08,SUP-019,SUP-019,LG化学电池韩国,M0008,PART-BAT-3S-4000,增强智能电池3S4000mAh,WH003,配件仓,287,676.73,194221.51,USD,0.13,信用证,中铁快运,LOG20230209901845,2023-02-09,2023-03-11,,验收中,,2023-02-08,Active,,,
PR0000296,PO-202302-247754,2023-02-24,SUP-028,SUP-028,台州塑料注塑成型公司,M0098,PART-CONN-DF13-6P,DF13 6PIN连接器,WH002,电子材料仓,913,4677.27,4270347.51,CNY,0.13,款到发货,中通快递,LOG20230225279795,2023-02-25,2023-03-07,,待验收,质量合格,2023-02-24,Active,,,
PR0000221,PO-202302-253439,2023-02-02,SUP-005,SUP-005,深圳矽递科技有限公司,M0073,PART-IMU-ADIS16505,ADIS16505工业级IMU,WH002,电子材料仓,681,1572.65,1070974.65,CNY,0.13,月结30天,百世快递,LOG20230204581484,2023-02-04,2023-03-11,2023-03-11,已验收,,2023-02-02,Active,,,
PR0000177,PO-202302-263007,2023-02-11,SUP-007,SUP-007,u-blox瑞士公司,M0058,PART-SCREW-M4-16,M4x16螺钉,WH002,电子材料仓,859,2531.38,2174455.42,USD,0.13,信用证,圆通速递,LOG20230213927782,2023-02-13,2023-04-04,,验收中,提前交付,2023-02-11,Active,,,
PR0000067,PO-202302-284329,2023-02-06,SUP-007,SUP-007,u-blox瑞士公司,M0024,ASSY-BAT-DUAL,双电池冗余系统,WH003,配件仓,677,3147.64,2130952.28,USD,0.13,信用证,中通快递,LOG20230209494819,2023-02-09,2023-03-31,,验收中,按时交付,2023-02-06,Active,,,
PR0000182,PO-202302-307487,2023-02-10,SUP-022,SUP-022,豪威科技（OmniVision）,M0060,COMP-FC-PCB-B1,基础飞控主板,WH002,电子材料仓,664,1441.1,956890.4,USD,0.13,月结45天,顺丰速运,LOG20230212725184,2023-02-12,2023-04-03,2023-04-03,已验收,,2023-02-10,Active,,,
PR0000295,PO-202302-312733,2023-02-12,SUP-028,SUP-028,台州塑料注塑成型公司,M0098,PART-CONN-DF13-6P,DF13 6PIN连接器,WH002,电子材料仓,463,4636.8,2146838.4,CNY,0.13,款到发货,韵达快递,LOG20230213136858,2023-02-13,2023-02-23,2023-02-23,已验收,,2023-02-12,Active,,,
PR0000188,PO-202302-312800,2023-02-03,SUP-005,SUP-005,深圳矽递科技有限公司,M0061,PART-IMU-MPU6050,MPU6050六轴传感器,WH002,电子材料仓,1276,1417.45,1808666.2,CNY,0.13,月结30天,申通快递,LOG20230206814882,2023-02-06,2023-03-13,,验收中,,2023-02-03,Active,,,
PR0000184,PO-202302-314814,2023-02-04,SUP-022,SUP-022,豪威科技（OmniVision）,M0060,COMP-FC-PCB-B1,基础飞控主板,WH002,电子材料仓,535,1285.96,687988.6,USD,0.13,月结45天,安能物流,LOG20230206952417,2023-02-06,2023-03-28,2023-03-28,已验收,,2023-02-04,Active,,,
PR0000027,PO-202302-316815,2023-02-13,SUP-034,SUP-034,东莞FR4覆铜板厂,M0011,ASSY-FC-ADV,高级飞控总成,WH002,电子材料仓,2148,1034.02,2221074.96,CNY,0.13,款到发货,顺丰速运,LOG20230214634345,2023-02-14,2023-03-01,2023-03-01,已验收,,2023-02-13,Active,,,
PR0000181,PO-202302-321167,2023-02-05,SUP-022,SUP-022,豪威科技（OmniVision）,M0060,COMP-FC-PCB-B1,基础飞控主板,WH002,电子材料仓,829,1355.81,1123966.49,USD,0.13,月结45天,顺丰速运,LOG20230207919966,2023-02-07,2023-03-29,,验收中,,2023-02-05,Active,,,
PR0000283,PO-202302-322111,2023-02-09,SUP-026,SUP-026,中航复合材料有限公司,M0094,PART-CRYSTAL-8M,8MHz晶振,WH002,电子材料仓,1492,2946.88,4396744.96,CNY,0.13,"预付30%,货到付清",京东物流,LOG20230210917930,2023-02-10,2023-03-17,,待验收,提前交付,2023-02-09,Active,,,
PR0000212,PO-202302-347544,2023-02-16,SUP-007,SUP-007,u-blox瑞士公司,M0070,PART-COMPASS-IST8310,IST8310三轴罗盘,WH002,电子材料仓,1442,637.49,919260.58,USD,0.13,信用证,韵达快递,LOG20230218321439,2023-02-18,2023-04-09,,待验收,,2023-02-16,Active,,,
PR0000209,PO-202302-348400,2023-02-07,SUP-004,SUP-004,博世传感器技术有限公司,M0068,PART-BARO-DPS310,DPS310高精度气压计,WH002,电子材料仓,1554,388.22,603293.88,USD,0.13,月结60天,顺丰速运,LOG20230210442501,2023-02-10,2023-03-27,2023-03-27,已验收,,2023-02-07,Active,,,
PR0000069,PO-202302-359519,2023-02-08,SUP-007,SUP-007,u-blox瑞士公司,M0024,ASSY-BAT-DUAL,双电池冗余系统,WH003,配件仓,1241,2793.48,3466708.68,USD,0.13,信用证,德邦物流,LOG20230211756016,2023-02-11,2023-04-02,,验收中,部分延期,2023-02-08,Active,,,
PR0000143,PO-202302-367857,2023-02-04,SUP-026,SUP-026,中航复合材料有限公司,M0048,COMP-FRAME-CF,碳纤维机身框架,WH002,电子材料仓,1078,2421.07,2609913.46,CNY,0.13,"预付30%,货到付清",顺丰速运,LOG20230206959106,2023-02-06,2023-03-13,2023-03-13,已验收,,2023-02-04,Active,,,
PR0000028,PO-202302-377161,2023-02-13,SUP-034,SUP-034,东莞FR4覆铜板厂,M0011,ASSY-FC-ADV,高级飞控总成,WH002,电子材料仓,1477,1082.33,1598601.41,CNY,0.13,款到发货,安能物流,LOG20230215137997,2023-02-15,2023-03-02,2023-03-02,已验收,,2023-02-13,Active,,,
PR0000246,PO-202302-386762,2023-02-24,SUP-012,SUP-012,深圳大疆创新动力系统,M0081,PART-MOTOR-2312-960KV,2312 960KV高效电机,WH004,机电仓,582,1353.63,787812.66,CNY,0.13,月结30天,德邦物流,LOG20230227533506,2023-02-27,2023-03-14,,验收中,,2023-02-24,Active,,,
PR0000032,PO-202302-409196,2023-02-03,SUP-023,SUP-023,舜宇光学科技有限公司,M0012,PART-CAM-GIMBAL-1INCH,1英寸三轴云台相机,WH002,电子材料仓,209,2553.15,533608.35,CNY,0.13,月结30天,中铁快运,LOG20230204222923,2023-02-04,2023-03-11,,待验收,,2023-02-03,Active,,,
PR0000213,PO-202302-421349,2023-02-04,SUP-007,SUP-007,u-blox瑞士公司,M0070,PART-COMPASS-IST8310,IST8310三轴罗盘,WH002,电子材料仓,2767,637.87,1764986.29,USD,0.13,信用证,中通快递,LOG20230206904112,2023-02-06,2023-03-28,2023-03-28,已验收,质量合格,2023-02-04,Active,,,
PR0000002,PO-202302-425792,2023-02-22,SUP-035,SUP-035,北京智能视觉科技公司,M0001,ASSY-BODY-PLA-01,入门塑料机身总成,WH002,电子材料仓,712,4531.9,3226712.8,CNY,0.13,月结60天,韵达快递,LOG20230225457342,2023-02-25,2023-04-06,,待验收,,2023-02-22,Active,,,
PR0000042,PO-202302-440808,2023-02-10,SUP-007,SUP-007,u-blox瑞士公司,M0015,PART-RC-PRO,专业遥控器,WH003,配件仓,2538,1734.94,4403277.72,USD,0.13,信用证,百世快递,LOG20230213631013,2023-02-13,2023-04-04,2023-04-04,已验收,,2023-02-10,Active,,,
PR0000317,PO-202302-456129,2023-02-20,SUP-035,SUP-035,北京智能视觉科技公司,M0106,PART-RES-SMD-0201,0201贴片电阻,WH002,电子材料仓,1097,4125.41,4525574.77,CNY,0.13,月结60天,中铁快运,LOG20230223379578,2023-02-23,2023-04-04,2023-04-04,已验收,,2023-02-20,Active,,,
PR0000330,PO-202302-459148,2023-02-03,SUP-036,SUP-036,深圳激光雷达技术公司,M0110,PART-FPGA-ICE40,ICE40 FPGA,WH002,电子材料仓,153,1778.76,272150.28,CNY,0.13,月结45天,安能物流,LOG20230206100797,2023-02-06,2023-03-28,,待验收,,2023-02-03,Active,,,
PR0000200,PO-202302-459370,2023-02-04,SUP-032,SUP-032,中芯国际（SMIC）,M0065,COMP-FC-CASE-PLA,飞控塑料外壳,WH002,电子材料仓,1601,331.68,531019.68,USD,0.13,月结90天,圆通速递,LOG20230206564601,2023-02-06,2023-05-07,2023-05-07,已验收,,2023-02-04,Active,,,
PR0000328,PO-202302-463115,2023-02-10,SUP-036,SUP-036,深圳激光雷达技术公司,M0110,PART-FPGA-ICE40,ICE40 FPGA,WH002,电子材料仓,980,1589.0,1557220.0,CNY,0.13,月结45天,安能物流,LOG20230212109319,2023-02-12,2023-04-03,2023-04-03,已验收,需加急处理,2023-02-10,Active,,,
PR0000245,PO-202302-487677,2023-02-13,SUP-012,SUP-012,深圳大疆创新动力系统,M0081,PART-MOTOR-2312-960KV,2312 960KV高效电机,WH004,机电仓,557,1464.83,815910.31,CNY,0.13,月结30天,顺丰速运,LOG20230216976956,2023-02-16,2023-03-03,2023-03-03,已验收,,2023-02-13,Active,,,
PR0000229,PO-202302-499812,2023-02-10,SUP-013,SUP-013,美国Castle电调公司,M0075,PART-4G-MODULE,4G通信模块,WH002,电子材料仓,1942,622.77,1209419.34,USD,0.13,"预付30%,货到付清",韵达快递,LOG20230213490985,2023-02-13,2023-03-30,2023-03-30,已验收,,2023-02-10,Active,,,
PR0000232,PO-202302-516137,2023-02-14,SUP-034,SUP-034,东莞FR4覆铜板厂,M0076,COMP-FC-CASE-AL-IND,工业级铝合金外壳,WH002,电子材料仓,902,1568.48,1414768.96,CNY,0.13,款到发货,中铁快运,LOG20230215486610,2023-02-15,2023-03-02,2023-03-02,已验收,,2023-02-14,Active,,,
PR0000231,PO-202302-536298,2023-02-06,SUP-034,SUP-034,东莞FR4覆铜板厂,M0076,COMP-FC-CASE-AL-IND,工业级铝合金外壳,WH002,电子材料仓,749,1433.37,1073594.13,CNY,0.13,款到发货,安能物流,LOG20230207998565,2023-02-07,2023-02-22,2023-02-22,已验收,,2023-02-06,Active,,,
PR0000041,PO-202302-542172,2023-02-08,SUP-007,SUP-007,u-blox瑞士公司,M0015,PART-RC-PRO,专业遥控器,WH003,配件仓,1114,1773.15,1975289.1,USD,0.13,信用证,顺丰速运,LOG20230210378700,2023-02-10,2023-04-01,,待验收,,2023-02-08,Active,,,
PR0000144,PO-202302-547277,2023-02-06,SUP-026,SUP-026,中航复合材料有限公司,M0048,COMP-FRAME-CF,碳纤维机身框架,WH002,电子材料仓,1082,2537.99,2746105.18,CNY,0.13,"预付30%,货到付清",韵达快递,LOG20230209283488,2023-02-09,2023-03-16,2023-03-16,已验收,,2023-02-06,Active,,,
PR0000169,PO-202302-553073,2023-02-04,SUP-023,SUP-023,舜宇光学科技有限公司,M0056,COMP-MOTOR-MOUNT-AL-HD,重载铝合金电机座,WH004,机电仓,1299,4514.97,5864946.03,CNY,0.13,月结30天,顺丰速运,LOG20230206178182,2023-02-06,2023-03-13,,验收中,按时交付,2023-02-04,Active,,,
PR0000115,PO-202302-580855,2023-02-19,SUP-016,SUP-016,APC螺旋桨美国公司,M0039,PART-PROP-3016-CF,3016碳纤螺旋桨,WH004,机电仓,924,110.85,102425.4,USD,0.13,"预付50%,货到付清",百世快递,LOG20230222639496,2023-02-22,2023-03-24,,待验收,部分延期,2023-02-19,Active,,,
PR0000183,PO-202302-599936,2023-02-10,SUP-022,SUP-022,豪威科技（OmniVision）,M0060,COMP-FC-PCB-B1,基础飞控主板,WH002,电子材料仓,376,1296.82,487604.32,USD,0.13,月结45天,中通快递,LOG20230212834947,2023-02-12,2023-04-03,2023-04-03,已验收,,2023-02-10,Active,,,
PR0000082,PO-202302-623774,2023-02-24,SUP-011,SUP-011,T-Motor无刷电机有限公司,M0029,PART-LIDAR,激光雷达模块,WH002,电子材料仓,1388,279.48,387918.24,CNY,0.13,月结45天,申通快递,LOG20230227280113,2023-02-27,2023-03-19,,待验收,需加急处理,2023-02-24,Active,,,
PR0000293,PO-202302-623788,2023-02-25,SUP-028,SUP-028,台州塑料注塑成型公司,M0098,PART-CONN-DF13-6P,DF13 6PIN连接器,WH002,电子材料仓,584,4097.25,2392794.0,CNY,0.13,款到发货,百世快递,LOG20230227500759,2023-02-27,2023-03-09,,待验收,提前交付,2023-02-25,Active,,,
PR0000045,PO-202302-639995,2023-02-03,SUP-043,SUP-043,深圳无线通信技术公司,M0016,PART-AVOID-VISION,视觉避障系统,WH002,电子材料仓,533,1235.52,658532.16,CNY,0.13,月结30天,百世快递,LOG20230205275907,2023-02-05,2023-02-25,,验收中,,2023-02-03,Active,,,
PR0000155,PO-202302-646745,2023-02-02,SUP-036,SUP-036,深圳激光雷达技术公司,M0052,PART-SCREW-M3-12,M3x12螺钉,WH002,电子材料仓,1204,2295.33,2763577.32,CNY,0.13,月结45天,京东物流,LOG20230204376353,2023-02-04,2023-03-26,2023-03-26,已验收,,2023-02-02,Active,,,
PR0000113,PO-202302-647327,2023-02-11,SUP-016,SUP-016,APC螺旋桨美国公司,M0039,PART-PROP-3016-CF,3016碳纤螺旋桨,WH004,机电仓,573,109.24,62594.52,USD,0.13,"预付50%,货到付清",中铁快运,LOG20230214183031,2023-02-14,2023-03-16,,验收中,,2023-02-11,Active,,,
PR0000242,PO-202302-677751,2023-02-18,SUP-013,SUP-013,美国Castle电调公司,M0080,PART-CABLE-ESC,电调连接线,WH004,机电仓,1788,4684.41,8375725.08,USD,0.13,"预付30%,货到付清",韵达快递,LOG20230220346112,2023-02-20,2023-04-06,,验收中,,2023-02-18,Active,,,
PR0000017,PO-202302-683151,2023-02-06,SUP-022,SUP-022,豪威科技（OmniVision）,M0007,PART-CAM-FIX-20MP,2000万像素固定相机,WH002,电子材料仓,271,1823.08,494054.68,USD,0.13,月结45天,百世快递,LOG20230209279729,2023-02-09,2023-03-31,,验收中,,2023-02-06,Active,,,
PR0000215,PO-202302-697512,2023-02-26,SUP-002,SUP-002,德州仪器（TI）中国代理,M0071,COMP-FC-CASE-AL,飞控铝合金外壳,WH002,电子材料仓,1438,2973.02,4275202.76,USD,0.13,月结45天,顺丰速运,LOG20230228690310,2023-02-28,2023-05-14,2023-05-14,已验收,,2023-02-26,Active,,,
