purchase_order_id,purchase_order_number,document_date,supplier_id,supplier_name,material_id,material_code,material_name,purchase_quantity,unit_price_tax,total_amount_tax,unit_price_no_tax,total_amount_no_tax,tax_rate,document_status,required_date,planned_arrival_date,accumulated_arrival_tax,accumulated_storage_tax,payment_terms,supplier_level,risk_level,buyer,created_date,status,srcbillid,srcbillentryid,customer_id,customer_name,sales_order_number,project_name,delivery_batch,total_batches
PO0000120,PO-2024040120,2024-04-02,SUP-001,芯源微电子股份有限公司,M0096,PART-POWER-REG-5V,5V稳压芯片,4063,398.09,1617439.67,352.29,1431362.54,0.13,已关闭,2024-06-08,2024-05-28,1590847.66,1496384.75,月结60天,战略,中,张三,2024-04-02,Active,,,,,,,,
PO0000148,PO-2024040148,2024-04-28,SUP-001,芯源微电子股份有限公司,M0104,PART-POWER-REG-5V-3A,5V 3A稳压模块,542,64.59,35007.78,57.16,30980.34,0.13,已收货,2024-07-15,2024-06-27,34400.21,33989.63,月结60天,战略,中,李四,2024-04-28,Active,,,,,,,,
PO0000187,PO-2024040187,2024-04-04,SUP-025,东莞碳纤维复合材料厂,M0113,RAW-CF-PLATE-3MM,3mm碳纤维板,6721,165.23,1110510.83,146.22,982752.95,0.13,已收货,2024-05-09,2024-04-21,1102943.71,994010.44,月结30天,核心,低,周九,2024-04-04,Active,,,,,,,,
PO0000196,PO-2024040196,2024-04-01,SUP-001,芯源微电子股份有限公司,M0117,PART-MOSFET-DUAL,双路MOSFET,4293,96.49,414231.57,85.39,366576.61,0.13,已关闭,2024-06-16,2024-05-30,414183.99,392761.2,月结60天,战略,中,孙八,2024-04-01,Active,,,,,,,,
PO0000198,PO-2024040198,2024-04-08,SUP-001,芯源微电子股份有限公司,M0117,PART-MOSFET-DUAL,双路MOSFET,2959,83.17,246100.03,73.6,217787.64,0.13,已收货,2024-06-12,2024-06-05,244244.19,235646.06,月结60天,战略,中,孙八,2024-04-08,Active,,,,,,,,
PO0000039,PO-2024050039,2024-05-10,SUP-038,深圳农业喷洒系统公司,M0026,PART-SPRAYER-16L,16升智能喷洒系统,1323,110.76,146535.48,98.02,129677.42,0.13,已关闭,2024-06-21,2024-06-13,141852.8,131955.27,月结45天,核心,低,钱七,2024-05-10,Active,,,,,,,,
PO0000049,PO-2024050049,2024-05-18,SUP-039,常州雷达测高仪制造厂,M0027,PART-RADAR-ALT,雷达测高仪,3350,463.26,1551921.0,409.96,1373381.42,0.13,已关闭,2024-06-20,2024-06-17,1540881.65,1437612.33,月结30天,一般,低,李四,2024-05-18,Active,,,,,,,,
PO0000064,PO-2024050064,2024-05-23,SUP-021,索尼半导体解决方案,M0031,PART-CAM-ZOOM-30X,30倍变焦可见光相机,3386,430.56,1457876.16,381.03,1290155.89,0.13,已收货,2024-08-04,2024-07-23,1434387.18,1394357.51,月结60天,战略,低,钱七,2024-05-23,Active,,,,,,,,
PO0000067,PO-2024050067,2024-05-08,SUP-021,索尼半导体解决方案,M0031,PART-CAM-ZOOM-30X,30倍变焦可见光相机,1443,453.31,654126.33,401.16,578872.86,0.13,已关闭,2024-07-16,2024-07-04,646085.53,596053.62,月结60天,战略,低,钱七,2024-05-08,Active,,,,,,,,
PO0000077,PO-2024050077,2024-05-02,SUP-042,深圳线缆连接器公司,M0032,PART-SPOTLIGHT-50W,50W强光照明灯,4704,219.41,1032104.64,194.17,913366.94,0.13,已关闭,2024-05-24,2024-05-21,1029287.8,930822.53,月结30天,一般,低,吴十,2024-05-02,Active,,,,,,,,
PO0000090,PO-2024050090,2024-05-27,SUP-038,深圳农业喷洒系统公司,M0035,PART-SPRAYER-20L,20升智能喷洒系统,3752,93.44,350586.88,82.69,310253.88,0.13,已收货,2024-07-14,2024-06-22,333386.06,330757.73,月结45天,核心,低,孙八,2024-05-27,Active,,,,,,,,
PO0000103,PO-2024050103,2024-05-12,SUP-038,深圳农业喷洒系统公司,M0041,PART-SPRAYER-30L,30升智能喷洒系统,1626,391.31,636270.06,346.29,563070.85,0.13,已收货,2024-06-19,2024-06-15,620607.95,592045.75,月结45天,核心,低,赵六,2024-05-12,Active,,,,,,,,
PO0000118,PO-2024050118,2024-05-23,SUP-001,芯源微电子股份有限公司,M0096,PART-POWER-REG-5V,5V稳压芯片,4753,397.44,1889032.32,351.72,1671710.02,0.13,已关闭,2024-08-09,2024-07-19,1802035.49,1730396.16,月结60天,战略,中,吴十,2024-05-23,Active,,,,,,,,
PO0000123,PO-2024050123,2024-05-26,SUP-001,芯源微电子股份有限公司,M0097,PART-POWER-REG-3.3V,3.3V稳压芯片,2644,23.95,63323.8,21.19,56038.76,0.13,已收货,2024-08-05,2024-08-03,63312.29,58789.11,月结60天,战略,中,周九,2024-05-26,Active,,,,,,,,
PO0000124,PO-2024050124,2024-05-17,SUP-001,芯源微电子股份有限公司,M0097,PART-POWER-REG-3.3V,3.3V稳压芯片,1611,24.3,39147.3,21.5,34643.63,0.13,已收货,2024-07-26,2024-07-25,38948.98,36787.74,月结60天,战略,中,赵六,2024-05-17,Active,,,,,,,,
PO0000152,PO-2024050152,2024-05-31,SUP-001,芯源微电子股份有限公司,M0104,PART-POWER-REG-5V-3A,5V 3A稳压模块,2079,62.75,130457.25,55.53,115448.89,0.13,已关闭,2024-08-09,2024-08-04,128703.38,124176.69,月结60天,战略,中,吴十,2024-05-31,Active,,,,,,,,
PO0000154,PO-2024050154,2024-05-03,SUP-042,深圳线缆连接器公司,M0105,PART-CONN-GH-1.25-6P,GH1.25 6PIN连接器,555,16.09,8929.95,14.24,7902.61,0.13,已收货,2024-06-01,2024-05-15,8820.0,8779.46,月结30天,一般,低,孙八,2024-05-03,Active,,,,,,,,
PO0000189,PO-2024050189,2024-05-10,SUP-025,东莞碳纤维复合材料厂,M0115,RAW-CF-TUBE-16MM,16mm碳纤维管,21495,397.62,8546841.9,351.88,7563576.9,0.13,已关闭,2024-06-10,2024-06-09,8315163.35,7596308.77,月结30天,核心,低,李四,2024-05-10,Active,,,,,,,,
PO0000024,PO-2024060024,2024-06-17,SUP-021,索尼半导体解决方案,M0017,PART-CAM-ZOOM,变焦相机模组,2749,366.16,1006573.84,324.04,890773.31,0.13,已收货,2024-08-28,2024-08-20,969920.21,903937.47,月结60天,战略,低,吴十,2024-06-17,Active,,,,,,,,
PO0000054,PO-2024060054,2024-06-04,SUP-021,索尼半导体解决方案,M0028,PART-CAM-SURVEY-42MP,4200万像素测绘相机,2763,208.75,576776.25,184.73,510421.46,0.13,已收货,2024-08-18,2024-08-11,574880.05,546580.87,月结60天,战略,低,王五,2024-06-04,Active,,,,,,,,
PO0000104,PO-2024060104,2024-06-23,SUP-038,深圳农业喷洒系统公司,M0041,PART-SPRAYER-30L,30升智能喷洒系统,1573,428.49,674014.77,379.19,596473.25,0.13,已关闭,2024-08-02,2024-07-22,646408.67,626553.95,月结45天,核心,低,张三,2024-06-23,Active,,,,,,,,
PO0000135,PO-2024060135,2024-06-11,SUP-001,芯源微电子股份有限公司,M0099,PART-RES-SMD-0402,0402贴片电阻,3027,299.83,907585.41,265.34,803172.93,0.13,已关闭,2024-08-27,2024-08-07,885142.84,882194.13,月结60天,战略,中,吴十,2024-06-11,Active,,,,,,,,
PO0000158,PO-2024060158,2024-06-01,SUP-001,芯源微电子股份有限公司,M0106,PART-RES-SMD-0201,0201贴片电阻,1847,62.75,115899.25,55.53,102565.71,0.13,已收货,2024-08-08,2024-08-09,114046.57,110818.12,月结60天,战略,中,赵六,2024-06-01,Active,,,,,,,,
PO0000175,PO-2024060175,2024-06-20,SUP-042,深圳线缆连接器公司,M0111,PART-CONN-GH-1.25-10P,GH1.25 10PIN连接器,897,115.43,103540.71,102.15,91628.95,0.13,已收货,2024-07-09,2024-07-08,102725.56,94830.42,月结30天,一般,低,张三,2024-06-20,Active,,,,,,,,
PO0000248,PO-2024060248,2024-06-26,SUP-034,东莞FR4覆铜板厂,M0125,RAW-FR4-CCL,FR4覆铜板,15461,225.15,3481044.15,199.25,3080570.04,0.13,已收货,2024-07-24,2024-07-13,3399881.79,3328904.91,款到发货,一般,低,孙八,2024-06-26,Active,,,,,,,,
PO0000011,PO-2024070011,2024-07-18,SUP-021,索尼半导体解决方案,M0007,PART-CAM-FIX-20MP,2000万像素固定相机,1416,174.84,247573.44,154.73,219091.54,0.13,已收货,2024-09-22,2024-09-15,245525.95,235275.47,月结60天,战略,低,周九,2024-07-18,Active,,,,,,,,
PO0000018,PO-2024070018,2024-07-21,SUP-035,北京智能视觉科技公司,M0016,PART-AVOID-VISION,视觉避障系统,3944,499.73,1970935.12,442.24,1744190.37,0.13,已收货,2024-09-09,2024-09-06,1933045.36,1797915.8,月结60天,核心,中,王五,2024-07-21,Active,,,,,,,,
PO0000047,PO-2024070047,2024-07-06,SUP-039,常州雷达测高仪制造厂,M0027,PART-RADAR-ALT,雷达测高仪,1158,481.16,557183.28,425.81,493082.55,0.13,已关闭,2024-08-15,2024-08-08,546143.07,492941.36,月结30天,一般,低,吴十,2024-07-06,Active,,,,,,,,
PO0000119,PO-2024070119,2024-07-12,SUP-001,芯源微电子股份有限公司,M0096,PART-POWER-REG-5V,5V稳压芯片,1340,381.88,511719.2,337.95,452848.85,0.13,已关闭,2024-09-24,2024-09-14,497542.42,483494.95,月结60天,战略,中,钱七,2024-07-12,Active,,,,,,,,
PO0000214,PO-2024070214,2024-07-01,SUP-031,台积电（TSMC）,M0120,RAW-SI-WAFER-12IN,12英寸硅晶圆,33157,12034.16,399016643.12,10649.7,353112073.56,0.13,已收货,2024-11-11,2024-11-08,385507239.37,357889233.82,信用证,战略,高,周九,2024-07-01,Active,,,,,,,,
PO0000026,PO-2024080026,2024-08-21,SUP-021,索尼半导体解决方案,M0017,PART-CAM-ZOOM,变焦相机模组,4407,334.0,1471938.0,295.58,1302600.0,0.13,已关闭,2024-11-03,2024-10-26,1453794.53,1432488.88,月结60天,战略,低,张三,2024-08-21,Active,,,,,,,,
PO0000091,PO-2024080091,2024-08-12,SUP-038,深圳农业喷洒系统公司,M0035,PART-SPRAYER-20L,20升智能喷洒系统,3921,83.46,327246.66,73.86,289598.81,0.13,已关闭,2024-09-16,2024-09-18,326693.61,299639.23,月结45天,核心,低,周九,2024-08-12,Active,,,,,,,,
PO0000131,PO-2024080131,2024-08-08,SUP-001,芯源微电子股份有限公司,M0099,PART-RES-SMD-0402,0402贴片电阻,4579,323.32,1480482.28,286.12,1310161.31,0.13,已收货,2024-10-21,2024-10-11,1442207.73,1414039.7,月结60天,战略,中,周九,2024-08-08,Active,,,,,,,,
PO0000141,PO-2024080141,2024-08-20,SUP-001,芯源微电子股份有限公司,M0100,PART-CAP-SMD-0402,0402贴片电容,4387,366.27,1606826.49,324.13,1421970.35,0.13,已收货,2024-10-25,2024-10-21,1573366.2,1442857.37,月结60天,战略,中,钱七,2024-08-20,Active,,,,,,,,
PO0000166,PO-2024080166,2024-08-12,SUP-001,芯源微电子股份有限公司,M0107,PART-CAP-SMD-0201,0201贴片电容,2440,420.04,1024897.6,371.72,906989.03,0.13,已关闭,2024-10-23,2024-10-10,994845.56,922734.57,月结60天,战略,中,孙八,2024-08-12,Active,,,,,,,,
PO0000192,PO-2024080192,2024-08-29,SUP-025,东莞碳纤维复合材料厂,M0115,RAW-CF-TUBE-16MM,16mm碳纤维管,35252,397.53,14013727.56,351.8,12401528.81,0.13,已收货,2024-10-07,2024-09-19,13871968.56,13637923.22,月结30天,核心,低,王五,2024-08-29,Active,,,,,,,,
PO0000194,PO-2024080194,2024-08-19,SUP-025,东莞碳纤维复合材料厂,M0115,RAW-CF-TUBE-16MM,16mm碳纤维管,40628,331.34,13461681.52,293.22,11912992.5,0.13,已关闭,2024-09-15,2024-09-14,12862212.26,11895270.98,月结30天,核心,低,周九,2024-08-19,Active,,,,,,,,
PO0000207,PO-2024080207,2024-08-02,SUP-032,中芯国际（SMIC）,M0119,RAW-SI-WAFER-8IN,8英寸硅晶圆,42533,279.17,11873937.61,247.05,10507909.39,0.13,已收货,2024-11-06,2024-11-06,11731452.81,11076094.65,月结90天,核心,中,吴十,2024-08-02,Active,,,,,,,,
PO0000209,PO-2024080209,2024-08-25,SUP-031,台积电（TSMC）,M0120,RAW-SI-WAFER-12IN,12英寸硅晶圆,15877,11562.5,183577812.5,10232.3,162458241.15,0.13,已关闭,2025-01-03,2024-12-24,181791972.07,173976268.8,信用证,战略,高,孙八,2024-08-25,Active,,,,,,,,
PO0000243,PO-2024080243,2024-08-19,SUP-019,LG化学电池韩国,M0124,RAW-LIPO-CELL,锂聚合物电芯,6428,0.93,5978.04,0.82,5290.3,0.13,已收货,2024-10-07,2024-09-19,5921.04,5383.4,信用证,核心,中,钱七,2024-08-19,Active,,,,,,,,
PO0000021,PO-2024090021,2024-09-17,SUP-021,索尼半导体解决方案,M0017,PART-CAM-ZOOM,变焦相机模组,3895,399.24,1555039.8,353.31,1376141.42,0.13,已关闭,2024-12-03,2024-11-17,1515726.62,1401135.33,月结60天,战略,低,李四,2024-09-17,Active,,,,,,,,
PO0000061,PO-2024090061,2024-09-16,SUP-021,索尼半导体解决方案,M0030,PART-CAM-THERMAL,红外热成像相机,4576,100.99,462130.24,89.37,408964.81,0.13,已收货,2024-11-27,2024-11-14,449679.29,416132.2,月结60天,战略,低,周九,2024-09-16,Active,,,,,,,,
PO0000100,PO-2024090100,2024-09-09,SUP-038,深圳农业喷洒系统公司,M0041,PART-SPRAYER-30L,30升智能喷洒系统,1167,427.27,498624.09,378.12,441260.26,0.13,已关闭,2024-10-25,2024-10-08,481427.34,464868.87,月结45天,核心,低,王五,2024-09-09,Active,,,,,,,,
PO0000112,PO-2024090112,2024-09-03,SUP-027,深圳铝合金精密加工厂,M0095,PART-CRYSTAL-32K,32.768KHz晶振,1676,74.19,124342.44,65.65,110037.56,0.13,已收货,2024-10-04,2024-09-13,119620.94,112641.86,款到发货,一般,低,张三,2024-09-03,Active,,,,,,,,
PO0000190,PO-2024090190,2024-09-27,SUP-025,东莞碳纤维复合材料厂,M0115,RAW-CF-TUBE-16MM,16mm碳纤维管,33850,353.1,11952435,312.48,10577376.11,0.13,已关闭,2024-10-31,2024-10-16,11546449.72,11485575.59,月结30天,核心,低,周九,2024-09-27,Active,,,,,,,,
PO0000234,PO-2024090234,2024-09-29,SUP-027,深圳铝合金精密加工厂,M0123,RAW-AL-ALLOY,铝合金材料,29135,99.67,2903885.45,88.2,2569810.13,0.13,已关闭,2024-10-25,2024-10-24,2865040.66,2735128.04,款到发货,一般,低,赵六,2024-09-29,Active,,,,,,,,
PO0000034,PO-2024100034,2024-10-12,SUP-021,索尼半导体解决方案,M0022,PART-CAM-FPV,FPV图传相机,4067,57.72,234747.24,51.08,207740.92,0.13,已收货,2024-12-31,2024-12-14,228466.27,224484.89,月结60天,战略,低,吴十,2024-10-12,Active,,,,,,,,
PO0000037,PO-2024100037,2024-10-23,SUP-021,索尼半导体解决方案,M0022,PART-CAM-FPV,FPV图传相机,641,56.69,36338.29,50.17,32157.78,0.13,已关闭,2025-01-08,2024-12-24,35778.29,33296.02,月结60天,战略,低,吴十,2024-10-23,Active,,,,,,,,
PO0000070,PO-2024100070,2024-10-25,SUP-021,索尼半导体解决方案,M0031,PART-CAM-ZOOM-30X,30倍变焦可见光相机,2975,469.82,1397714.5,415.77,1236915.49,0.13,已关闭,2025-01-02,2024-12-22,1330997.87,1202851.01,月结60天,战略,低,李四,2024-10-25,Active,,,,,,,,
PO0000167,PO-2024100167,2024-10-03,SUP-001,芯源微电子股份有限公司,M0107,PART-CAP-SMD-0201,0201贴片电容,884,478.7,423170.8,423.63,374487.43,0.13,已关闭,2024-12-17,2024-12-09,416745.13,392084.62,月结60天,战略,中,周九,2024-10-03,Active,,,,,,,,
PO0000180,PO-2024100180,2024-10-22,SUP-028,台州塑料注塑成型公司,M0112,RAW-ABS-PELLET,ABS塑料粒子,39613,16.26,644107.38,14.39,570006.53,0.13,已收货,2024-11-12,2024-11-03,640927.84,621205.7,款到发货,一般,低,孙八,2024-10-22,Active,,,,,,,,
PO0000208,PO-2024100208,2024-10-31,SUP-032,中芯国际（SMIC）,M0119,RAW-SI-WAFER-8IN,8英寸硅晶圆,7112,299.47,2129830.64,265.02,1884805.88,0.13,已关闭,2025-02-05,2025-02-04,2070096.33,2068845.52,月结90天,核心,中,赵六,2024-10-31,Active,,,,,,,,
PO0000212,PO-2024100212,2024-10-04,SUP-031,台积电（TSMC）,M0120,RAW-SI-WAFER-12IN,12英寸硅晶圆,34621,10340.67,358004336.07,9151.04,316817996.52,0.13,已关闭,2025-02-18,2025-01-29,349333712.2,324119702.22,信用证,战略,高,周九,2024-10-04,Active,,,,,,,,
PO0000005,PO-2024110005,2024-11-22,SUP-021,索尼半导体解决方案,M0003,PART-CAM-FIX-12MP,1200万像素固定相机,1482,113.05,167540.1,100.04,148265.58,0.13,已关闭,2025-01-27,2025-01-23,164351.66,154806.52,月结60天,战略,低,赵六,2024-11-22,Active,,,,,,,,
PO0000023,PO-2024110023,2024-11-14,SUP-021,索尼半导体解决方案,M0017,PART-CAM-ZOOM,变焦相机模组,4635,365.19,1692655.65,323.18,1497925.35,0.13,已关闭,2025-01-23,2025-01-22,1670960.5,1583180.67,月结60天,战略,低,孙八,2024-11-14,Active,,,,,,,,
PO0000048,PO-2024110048,2024-11-19,SUP-039,常州雷达测高仪制造厂,M0027,PART-RADAR-ALT,雷达测高仪,1935,469.13,907766.55,415.16,803333.23,0.13,已收货,2024-12-27,2024-12-23,870615.71,834513.86,月结30天,一般,低,钱七,2024-11-19,Active,,,,,,,,
PO0000068,PO-2024110068,2024-11-21,SUP-021,索尼半导体解决方案,M0031,PART-CAM-ZOOM-30X,30倍变焦可见光相机,1239,482.72,598090.08,427.19,529283.26,0.13,已关闭,2025-02-02,2025-01-15,584231.5,552378.39,月结60天,战略,低,周九,2024-11-21,Active,,,,,,,,
PO0000069,PO-2024110069,2024-11-19,SUP-021,索尼半导体解决方案,M0031,PART-CAM-ZOOM-30X,30倍变焦可见光相机,3543,420.47,1489725.21,372.1,1318340.89,0.13,已关闭,2025-02-07,2025-01-20,1417102.94,1400697.83,月结60天,战略,低,钱七,2024-11-19,Active,,,,,,,,
PO0000078,PO-2024110078,2024-11-05,SUP-042,深圳线缆连接器公司,M0032,PART-SPOTLIGHT-50W,50W强光照明灯,755,196.45,148319.75,173.85,131256.42,0.13,已关闭,2024-12-02,2024-11-25,144065.0,131213.85,月结30天,一般,低,钱七,2024-11-05,Active,,,,,,,,
PO0000095,PO-2024110095,2024-11-28,SUP-025,东莞碳纤维复合材料厂,M0036,PART-FRAME-HEX-CF-HD,六轴重载碳纤维机架,1736,406.33,705388.88,359.58,624237.95,0.13,已关闭,2025-01-06,2024-12-28,692388.04,678286.15,月结30天,核心,低,孙八,2024-11-28,Active,,,,,,,,
PO0000099,PO-2024110099,2024-11-26,SUP-038,深圳农业喷洒系统公司,M0041,PART-SPRAYER-30L,30升智能喷洒系统,1039,406.0,421834.0,359.29,373304.42,0.13,已关闭,2025-01-09,2025-01-02,406057.32,400030.06,月结45天,核心,低,张三,2024-11-26,Active,,,,,,,,
PO0000125,PO-2024110125,2024-11-14,SUP-001,芯源微电子股份有限公司,M0097,PART-POWER-REG-3.3V,3.3V稳压芯片,4941,21.75,107466.75,19.25,95103.32,0.13,已收货,2025-01-23,2025-01-17,105918.2,105148.44,月结60天,战略,中,孙八,2024-11-14,Active,,,,,,,,
PO0000193,PO-2024110193,2024-11-20,SUP-025,东莞碳纤维复合材料厂,M0115,RAW-CF-TUBE-16MM,16mm碳纤维管,46506,350.77,16312909.62,310.42,14436203.2,0.13,已收货,2024-12-19,2024-12-13,16080643.47,15741465.33,月结30天,核心,低,吴十,2024-11-20,Active,,,,,,,,
PO0000045,PO-2024120045,2024-12-20,SUP-038,深圳农业喷洒系统公司,M0026,PART-SPRAYER-16L,16升智能喷洒系统,2412,112.66,271735.92,99.7,240474.27,0.13,已收货,2025-02-06,2025-01-20,259708.57,239576.2,月结45天,核心,低,吴十,2024-12-20,Active,,,,,,,,
PO0000056,PO-2024120056,2024-12-15,SUP-021,索尼半导体解决方案,M0028,PART-CAM-SURVEY-42MP,4200万像素测绘相机,2413,212.05,511676.65,187.65,452811.19,0.13,已关闭,2025-02-19,2025-02-21,494232.99,468185.74,月结60天,战略,低,赵六,2024-12-15,Active,,,,,,,,
PO0000102,PO-2024120102,2024-12-02,SUP-038,深圳农业喷洒系统公司,M0041,PART-SPRAYER-30L,30升智能喷洒系统,4665,408.7,1906585.5,361.68,1687243.81,0.13,已关闭,2025-01-15,2025-01-07,1828440.56,1684760.36,月结45天,核心,低,李四,2024-12-02,Active,,,,,,,,
PO0000156,PO-2024120156,2024-12-21,SUP-042,深圳线缆连接器公司,M0105,PART-CONN-GH-1.25-6P,GH1.25 6PIN连接器,2916,16.45,47968.2,14.56,42449.73,0.13,已收货,2025-01-12,2025-01-02,47865.93,45368.2,月结30天,一般,低,钱七,2024-12-21,Active,,,,,,,,
PO0000183,PO-2024120183,2024-12-06,SUP-025,东莞碳纤维复合材料厂,M0113,RAW-CF-PLATE-3MM,3mm碳纤维板,8519,165.52,1410064.88,146.48,1247845.03,0.13,已关闭,2025-01-02,2024-12-28,1363574.53,1332076.73,月结30天,核心,低,李四,2024-12-06,Active,,,,,,,,
PO0000222,PO-2024120222,2024-12-08,SUP-029,包头稀土高新材料公司,M0121,RAW-NEODYMIUM,钕铁硼磁性材料,18464,3.4,62777.6,3.01,55555.4,0.13,已关闭,2025-03-25,2025-03-09,60566.39,54840.26,"预付50%,货到付清",战略,高,张三,2024-12-08,Active,,,,,,,,
PO0000225,PO-2024120225,2024-12-30,SUP-033,江铜集团铜材公司,M0122,RAW-COPPER-WIRE,铜漆包线,31363,236.67,7422681.21,209.44,6568744.43,0.13,已关闭,2025-02-01,2025-01-18,7082572.87,6430283.18,月结30天,一般,低,周九,2024-12-30,Active,,,,,,,,
PO0000228,PO-2024120228,2024-12-19,SUP-033,江铜集团铜材公司,M0122,RAW-COPPER-WIRE,铜漆包线,37532,281.64,10570512.48,249.24,9354435.82,0.13,已收货,2025-01-18,2025-01-11,10238529.38,9982337.19,月结30天,一般,低,张三,2024-12-19,Active,,,,,,,,
PO0000249,PO-202604-0249,2026-04-03,SUP-002,芯源微电子股份有限公司,M0034,PART-BAT-12S-16000,12S16000mAh工业电池,260,421.04,,,,0.13,已收货,2026-04-22,2026-04-17,,,月结60天,战略,中,张敏,2026-04-01,Active,PR00003,PR-202604-0003-1,10116,重庆安泰安全科技有限公司,SO-202604-00001,重庆安泰安全科技有限公司无人机采购项目,,
PO0000250,PO-202604-0250,2026-04-03,SUP-002,索尼半导体解决方案,M0027,PART-RADAR-ALT,雷达测高仪,260,96.37,,,,0.13,执行中,2026-04-12,2026-04-14,,,月结30天,战略,中,王磊,2026-04-01,Active,PR00005,PR-202604-0005-1,10116,重庆安泰安全科技有限公司,SO-202604-00001,重庆安泰安全科技有限公司无人机采购项目,,
PO0000251,PO-202605-0251,2026-05-12,SUP-001,芯源微电子股份有限公司,M0022,PART-CAM-FPV,FPV图传相机,483,769.41,,,,0.13,已下达,2026-05-15,2026-05-14,,,月结60天,战略,低,王磊,2026-05-01,Active,PR00007,PR-202605-0007-1,10116,重庆安泰安全科技有限公司,SO-202604-00001,重庆安泰安全科技有限公司无人机采购项目,1,2
PO0000252,PO-202605-0252,2026-05-05,SUP-021,德州仪器（TI）中国代理,M0025,PART-RC-IND,工业遥控器,483,123.32,,,,0.13,已收货,2026-05-12,2026-05-17,,,月结45天,核心,低,王磊,2026-05-01,Active,PR00009,PR-202605-0009-1,10116,重庆安泰安全科技有限公司,SO-202604-00001,重庆安泰安全科技有限公司无人机采购项目,,
PO0000253,PO-202604-0253,2026-04-07,SUP-001,索尼半导体解决方案,M0036,PART-FRAME-HEX-CF-HD,六轴重载碳纤维机架,247,784.24,,,,0.13,已下达,2026-04-22,2026-04-26,,,月结60天,战略,低,张敏,2026-04-01,Active,PR00011,PR-202604-0011-1,10116,重庆安泰安全科技有限公司,SO-202604-00001,重庆安泰安全科技有限公司无人机采购项目,,
PO0000254,PO-202604-0254,2026-04-09,SUP-002,德州仪器（TI）中国代理,M0039,PART-PROP-3016-CF,3016碳纤螺旋桨,247,660.02,,,,0.13,已下达,2026-04-15,2026-04-14,,,月结60天,战略,中,王磊,2026-04-01,Active,PR00013,PR-202604-0013-1,10116,重庆安泰安全科技有限公司,SO-202604-00001,重庆安泰安全科技有限公司无人机采购项目,1,3
PO0000255,PO-202605-0255,2026-05-09,SUP-021,芯源微电子股份有限公司,M0037,PART-MOTOR-5010-PRO,5010重载无刷电机,570,257.02,,,,0.13,已下达,2026-05-22,2026-05-20,,,月结45天,核心,中,陈婷,2026-05-01,Active,PR00018,PR-202605-0018-1,10078,厦门影立方制作有限公司,SO-202605-00002,厦门影立方制作有限公司无人机采购项目,,
PO0000256,PO-202605-0256,2026-05-05,SUP-001,芯源微电子股份有限公司,M0038,PART-ESC-60A,60A电调,600,56.05,,,,0.13,已收货,2026-05-12,2026-05-26,,,月结45天,普通,低,陈婷,2026-05-01,Active,PR00019,PR-202605-0019-1,10078,厦门影立方制作有限公司,SO-202605-00002,厦门影立方制作有限公司无人机采购项目,,
PO0000257,PO-202604-0257,2026-04-12,SUP-002,德州仪器（TI）中国代理,M0025,PART-RC-IND,工业遥控器,361,24.6,,,,0.13,已收货,2026-04-18,2026-04-26,,,月结45天,普通,低,王磊,2026-04-01,Active,PR00022,PR-202604-0022-1,10078,厦门影立方制作有限公司,SO-202605-00002,厦门影立方制作有限公司无人机采购项目,,
PO0000258,PO-202604-0258,2026-04-09,SUP-001,索尼半导体解决方案,M0026,PART-SPRAYER-16L,16升智能喷洒系统,380,436.62,,,,0.13,已收货,2026-04-12,2026-04-14,,,月结60天,核心,低,王磊,2026-04-01,Active,PR00023,PR-202604-0023-1,10078,厦门影立方制作有限公司,SO-202605-00002,厦门影立方制作有限公司无人机采购项目,,
PO0000259,PO-202604-0259,2026-04-09,SUP-002,芯源微电子股份有限公司,M0027,PART-RADAR-ALT,雷达测高仪,380,386.84,,,,0.13,执行中,2026-04-12,2026-04-20,,,月结30天,普通,低,陈婷,2026-04-01,Active,PR00024,PR-202604-0024-1,10078,厦门影立方制作有限公司,SO-202605-00002,厦门影立方制作有限公司无人机采购项目,,
PO0000260,PO-202605-0260,2026-05-03,SUP-002,德州仪器（TI）中国代理,M0025,PART-RC-IND,工业遥控器,570,102.32,,,,0.13,已收货,2026-05-22,2026-05-17,,,月结45天,战略,中,陈婷,2026-05-01,Active,PR00025,PR-202605-0025-1,10078,厦门影立方制作有限公司,SO-202605-00002,厦门影立方制作有限公司无人机采购项目,,
PO0000261,PO-202605-0261,2026-05-09,SUP-001,德州仪器（TI）中国代理,M0026,PART-SPRAYER-16L,16升智能喷洒系统,570,464.48,,,,0.13,执行中,2026-05-22,2026-05-20,,,月结30天,核心,中,张敏,2026-05-01,Active,PR00026,PR-202605-0026-1,10078,厦门影立方制作有限公司,SO-202605-00002,厦门影立方制作有限公司无人机采购项目,,
PO0000262,PO-202604-0262,2026-04-12,SUP-001,芯源微电子股份有限公司,M0021,ASSY-FC-RTK,RTK高精度飞控总成,247,749.67,,,,0.13,已关闭,2026-04-26,2026-04-24,,,月结45天,核心,高,李娜,2026-04-01,Active,PR00002,PR-202604-0002-1,10116,重庆安泰安全科技有限公司,SO-202604-00001,重庆安泰安全科技有限公司无人机采购项目,,
